ts_code,trade_date,close,return_1,return_3,ma_ratio_5_10,ma_ratio_5_20,vol_ratio_5,high_low_range,return_std_5,momentum_3,amount_ratio,green_days,amount,future_max_return,预测概率,模型信心分,建议,预测标签,成交金额(亿),波动率,预测得分,综合评分
300414.SZ,20250630,15.48,0.1999999999999999,0.7276785714285714,1.1317906445525874,1.2270255720053838,2.0419547277549834,0.1498708010335917,0.1073835007470568,6.52,2.391445095795996,1.0,1698524.877,0.0,5.6e-05,0,❌ 不建议买入,0,169.8524877,10.74,72.77,29.59
300965.SZ,20250630,65.8,0.2000729527630858,0.4467897977132806,1.07870858830977,1.1351801476711263,1.8562053765935285,0.1231003039513677,0.1063186354962248,20.32,2.2282003331231306,1.0,410208.95,0.0,4.4e-05,0,❌ 不建议买入,0,41.020895,10.63,44.68,18.32
300600.SZ,20250630,15.55,0.1998456790123457,0.3797692990239576,1.1417903651762136,1.241017519548649,1.60368855223337,0.1742765273311897,0.1306893525450404,4.280000000000001,1.7757674713974207,0.6,1019462.311,0.0,5.6e-05,0,❌ 不建议买入,0,101.9462311,13.07,37.98,15.55
300591.SZ,20250630,11.25,0.0017809439002671,0.3505402160864346,1.2068747630481484,1.3331472045787671,1.2574426100924363,0.1279999999999999,0.1033186576114156,2.92,1.492960149780277,0.8,2353379.296,0.0,4.6e-05,0,❌ 不建议买入,0,235.3379296,10.33,35.05,14.32
001236.SZ,20250630,15.98,0.0997935306262904,0.3305578684429642,1.1277495769881558,1.2038291339293778,2.999679421386102,0.0519399249061326,9.403823210191075e-05,3.9700000000000006,3.3389085519701647,0.6,2035804.129,0.0,4.7e-05,0,❌ 不建议买入,0,203.5804129,0.01,33.06,13.89
002263.SZ,20250630,4.13,0.1013333333333332,0.332258064516129,1.1488651535380507,1.2171145685997171,2.058231796888225,0.1016949152542372,0.0010113375109443,1.0299999999999998,2.261526258742481,0.8,2425240.526,0.0,4.7e-05,0,❌ 不建议买入,0,242.5240526,0.1,33.23,13.74
600241.SH,20250630,10.65,0.100206611570248,0.33125,1.0934533949866148,1.133022317488337,1.6157815877956907,0.0460093896713615,0.0378138198515106,2.6500000000000004,1.7944716066552842,0.8,521033.19,0.0,5.2e-05,0,❌ 不建议买入,0,52.103319,3.78,33.12,13.61
001298.SZ,20250630,32.44,0.1000339097999321,0.331144850225687,1.1170665235165378,1.19943247317549,0.7509266648153193,0.0194204685573365,0.0273498736323155,8.069999999999997,0.9027024045985378,1.0,1135095.769,0.0,5.8e-05,0,❌ 不建议买入,0,113.50957690000001,2.73,33.11,13.42
000026.SZ,20250630,15.82,0.1001390820584144,0.3316498316498315,1.0719395546981756,1.0491700102273622,0.3531718829319334,0.0,0.0471789351343525,3.94,0.4250165961703404,0.6,133772.575,0.0,5.7e-05,0,❌ 不建议买入,0,13.3772575,4.72,33.16,13.35
600643.SH,20250630,7.42,0.0722543352601157,0.2972027972027973,1.1010294887454195,1.1550430166575143,2.6874757242991767,0.1361185983827493,0.0374654015690148,1.7000000000000002,2.7512071792280257,0.6,2051645.729,0.0,5e-05,0,❌ 不建议买入,0,205.1645729,3.75,29.72,12.44
